"","Player","Player 2","Team","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"806","Conor Timmins","Michael Kesselring","BUF","12","0.68333333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.17","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"807","Quinn Hughes","Tom Willander","VAN","17","0.68333333333333","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.17","0.06","73.83","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","2","-","0","0","1","0.00"
"808","Rasmus Dahlin","Ryan Johnson","BUF","3","0.68333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"809","Tyler Tucker","Logan Mailloux","STL","55","0.68333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"810","Sam Rinzel","Artyom Levshunov","CHI","41","0.68333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"811","Tom Willander","Zeev Buium","VAN","43","0.68333333333333","1","2","33.33","1","2","33.33","1","2","33.33","0","1","0.00","0.05","0.84","5.65","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0.00","50.00","0.500","0","0","0","2","-","0","0","0","-"
"812","Mike Matheson","Arber Xhekaj","MTL","61","0.66666666666667","2","2","50.00","2","2","50.00","1","2","33.33","1","1","50.00","0.17","0.51","25.58","2","2","50.00","1","2","33.33","0","1","0.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","100.00","50.00","1.500","0","0","0","1","-","0","0","0","-"
"813","Brandon Montour","Cale Fleury","SEA","8","0.66666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","1","1","0.00","0","0","1","0.00"
"814","Brent Burns","Keaton Middleton","COL","3","0.65","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","0","0.00","0","0","1","0.00"
"815","Connor Mackey","Braden Schneider","NYR","3","0.65","0","3","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.54","0.00","0","3","0.00","0","3","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"816","Colin Miller","Jacob Bryson","WPG","2","0.63333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.06","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"817","Colin Miller","Dylan Samberg","WPG","14","0.63333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.19","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"818","Connor Clifton","Caleb Jones","PIT","1","0.63333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"819","Joel Hanley","Jake Bean","CGY","13","0.63333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.12","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","3","-","0","0","0","-"
"820","Quinn Hughes","Matt Kiersted","MIN","3","0.63333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"821","Hunter McDonald","Oliver Bonk","PHI","1","0.63333333333333","0","2","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","0","0.00","0","0","1","0.00"
"822","Zach Bogosian","Zeev Buium","MIN","15","0.61666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"823","Christopher Tanev","Brandon Carlo","TOR","8","0.61666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.09","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","5","-","0","0","0","-"
"824","Jaccob Slavin","Charles-Alexis Legault","CAR","1","0.61666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"825","Parker Wotherspoon","Ilya Solovyov","PIT","12","0.61666666666667","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0.15","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"826","Steven Santini","Charles-Edouard D'Astous","T.B","12","0.6","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"827","Haydn Fleury","Dylan Samberg","WPG","23","0.6","0","2","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.41","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","8","-","0","0","0","-"
"828","Dennis Cholowski","Luke Hughes","N.J","15","0.6","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","1","0","1","-","0","1","0","-"
"829","Filip Hronek","Victor Mancini","VAN","24","0.6","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","3","-","0","0","0","-"
"830","Olen Zellweger","Pavel Mintyukov","ANA","67","0.6","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.09","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","11","-","0","0","0","-"
"831","Luke Schenn","Conor Timmins","BUF","1","0.58333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","1","0","-"
"832","Vladislav Gavrikov","Urho Vaakanainen","NYR","34","0.58333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","6","-","0","0","0","-"
"833","Jacob Bryson","Mattias Samuelsson","BUF","33","0.58333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"834","Adam Ginning","Cam York","PHI","2","0.58333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"835","Egor Zamula","Denton Mateychuk","CBJ","15","0.58333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.03","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"836","John Carlson","Ian Moore","ANA","16","0.56666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"837","Darren Raddysh","Erik Cernak","T.B","53","0.56666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","6","-","0","0","0","-"
"838","Rasmus Andersson","Daniil Miromanov","CGY","1","0.56666666666667","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.05","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"839","Noah Juulsen","Hunter McDonald","PHI","1","0.56666666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","-","-","0","0","1","0","0.00","0","0","1","0.00"
"840","Alex Petrovic","Nils Lundkvist","DAL","25","0.55","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"841","Kevin Gravel","Justin Barron","NSH","1","0.55","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"842","MacKenzie Weegar","Hunter Brzustewicz","CGY","18","0.55","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"843","Jacob Bryson","Bowen Byram","BUF","35","0.55","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"844","Wyatt Kaiser","Kevin Korchinski","CHI","11","0.55","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.08","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","1","0.00","0","0","-","0","0","-","-","0.00","0.00","0","0","0","1","-","0","0","0","-"
"845","Ronan Seeley","Joel Nystrom","CAR","1","0.55","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"846","Jeff Petry","Zach Bogosian","MIN","1","0.53333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.03","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"847","Ryan McDonagh","Maxwell Crozier","T.B","10","0.53333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"848","Victor Hedman","Charles-Edouard D'Astous","T.B","23","0.53333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"849","Tony DeAngelo","Adam Boqvist","NYI","23","0.53333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.14","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"850","Jake Christiansen","Denton Mateychuk","CBJ","34","0.53333333333333","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.15","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"851","Kris Letang","Ryan Graves","PIT","19","0.51666666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"852","Mattias Ekholm","Troy Stecher","EDM","6","0.51666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"853","Dougie Hamilton","Dennis Cholowski","N.J","13","0.51666666666667","2","0","100.00","2","0","100.00","1","0","100.00","0","0","-","0.16","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"854","Connor Murphy","Artyom Levshunov","CHI","55","0.51666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","1","0","-","0","0","0","-"
"855","Ryan Pulock","Tony DeAngelo","NYI","70","0.51666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"856","Gustav Forsling","Tobias Bjornfot","FLA","18","0.51666666666667","1","4","20.00","1","3","25.00","1","3","25.00","0","1","0.00","0.01","0.27","4.81","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","66.67","0.667","0","0","1","2","0.00","0","0","1","0.00"
"857","Filip Hronek","Quinn Hughes","VAN","26","0.51666666666667","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","1","3","0.00","0","0","2","0.00"
"858","Martin Fehervary","Declan Chisholm","WSH","25","0.51666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"859","Evan Bouchard","Alec Regula","EDM","29","0.51666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0.14","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","0","4","-","0","0","0","-"
"860","Nils Lundkvist","Lian Bichsel","DAL","26","0.51666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"861","Quinn Hughes","Daemon Hunt","MIN","20","0.5","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"862","Jayden Struble","Adam Engstrom","MTL","10","0.5","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.04","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"863","Mikhail Sergachev","Dmitri Simashev","UTA","27","0.48333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"864","Jordan Spence","Jake Sanderson","OTT","58","0.48333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"865","Louis Crevier","Sam Rinzel","CHI","52","0.48333333333333","1","1","50.00","1","1","50.00","1","1","50.00","0","0","-","0.08","0.13","37.53","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","100.00","1.000","0","0","0","0","-","0","0","0","-"
"866","Tyler Myers","Miro Heiskanen","DAL","13","0.46666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","3","-","0","0","0","-"
"867","Pierre-Olivier Joseph","Tom Willander","VAN","25","0.46666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"868","Brock Faber","David Jiricek","MIN","25","0.46666666666667","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0.32","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","-","50.00","0.50","0","0","0","2","-","0","0","0","-"
"869","Brandon Montour","Josh Mahura","SEA","15","0.45","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"870","Erik Cernak","Maxwell Crozier","T.B","23","0.45","1","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0.17","0","100.00","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","100.00","-","1.00","0","0","0","3","-","0","0","0","-"
"871","Philip Broberg","Theo Lindstein","STL","17","0.45","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"872","Uvis Balinskis","Mikulas Hovorka","FLA","1","0.45","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","2","0.00"
"873","Cameron Crotty","Artem Zub","OTT","6","0.43333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"874","Ian Cole","Nick DeSimone","UTA","40","0.41666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","1","1","0.00","0","0","1","0.00"
"875","John Klingberg","Mario Ferraro","S.J","56","0.41666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","1","-","0","0","0","-"
"876","Matt Roy","Declan Chisholm","WSH","23","0.41666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"877","Nick DeSimone","Dmitri Simashev","UTA","9","0.41666666666667","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"878","Jacob Bryson","Michael Kesselring","BUF","6","0.41666666666667","1","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"879","Victor Hedman","Maxwell Crozier","T.B","9","0.4","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","0","1","0","0.00","0","0","1","0.00"
"880","Emil Andrae","Oliver Bonk","PHI","1","0.4","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"881","Derek Forbort","Marcus Pettersson","VAN","2","0.38333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"882","Dylan McIlrath","Cole Hutson","WSH","1","0.38333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"883","Adam Larsson","Brandon Montour","SEA","64","0.38333333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.01","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","0","7","-","0","0","0","-"
"884","Shayne Gostisbehere","K'Andre Miller","CAR","50","0.38333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"885","Travis Sanheim"," ","PHI","3","0.38333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"886","Erik Cernak","Charles-Edouard D'Astous","T.B","49","0.38333333333333","0","2","0.00","0","2","0.00","0","2","0.00","0","1","0.00","0","0.36","0.00","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","-","50.00","0.50","0","0","0","2","-","0","0","0","-"
"887","Troy Stecher","Ty Emberson","EDM","6","0.38333333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.07","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"888","Jeff Petry","Mikulas Hovorka","FLA","1","0.36666666666667","0","3","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.56","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","0","-"
"889","Tyler Myers","Zeev Buium","VAN","20","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","1","0","0","100.00"
"890","Brian Dumoulin","Brandt Clarke","L.A","82","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","1","2","0.00","0","0","1","0.00"
"891","Erik Gudbranson","Egor Zamula","CBJ","15","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","2","-","0","0","0","-"
"892","Nick Seeler","Emil Andrae","PHI","59","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"893","Vladislav Kolyachonok","Lian Bichsel","DAL","6","0.36666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"894","Josh Manson","Ilya Solovyov","COL","16","0.35","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"895","Jake McCabe","Dakota Mermis","TOR","11","0.35","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"896","Nick Blankenburg","Sam Malinski","COL","12","0.35","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"897","Vladislav Gavrikov","Scott Morrow","NYR","29","0.33333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","0","-","0","0","1","0.00"
"898","Louis Crevier","Artyom Levshunov","CHI","64","0.33333333333333","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","6","-","0","0","0","-"
"899","Erik Karlsson","Ilya Solovyov","PIT","12","0.31666666666667","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","1","-","0","0","0","-"
"900","Ethan Del Mastro","Kevin Korchinski","CHI","8","0.31666666666667","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0.12","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"901","Brett Pesce","Simon Nemec","N.J","25","0.3","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
"902","Jonas Siegenthaler","Dennis Cholowski","N.J","17","0.3","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","0","0","0","0","-","0","0","0","-"
