"","Player","Player 2","Team","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"346","Brayden McNabb","Kaedan Korczak","VGK","59","6.9666666666667","3","14","17.65","3","11","21.43","2","7","22.22","0","2","0.00","0.3","1.05","21.98","1","10","9.09","1","3","25.00","0","1","0.00","0","7","0.00","0","1","0.00","2","10","16.67","0","0","-","0.00","71.43","0.714","0","0","9","5","0.00","0","0","9","0.00"
"347","Adam Fox","Braden Schneider","NYR","55","6.95","0","9","0.00","0","6","0.00","0","3","0.00","0","0","-","0","0.55","0.00","0","4","0.00","0","2","0.00","0","0","-","0","2","0.00","0","0","-","0","9","0.00","0","0","-","-","100.00","1.00","0","1","3","10","0.00","0","2","4","0.00"
"348","Miro Heiskanen","Thomas Harley","DAL","65","6.9333333333333","1","11","8.33","1","9","10.00","0","7","0.00","0","1","0.00","0.05","1.35","3.70","0","6","0.00","0","3","0.00","0","0","-","0","3","0.00","0","0","-","1","7","12.50","0","1","0.00","-","85.71","0.86","0","0","0","6","-","0","0","6","0.00"
"349","Jackson LaCombe","Ian Moore","ANA","67","6.9333333333333","1","11","8.33","0","7","0.00","0","6","0.00","0","1","0.00","0","1.51","0.00","0","8","0.00","0","6","0.00","0","1","0.00","0","2","0.00","0","0","-","1","5","16.67","0","0","-","-","83.33","0.83","0","1","2","9","0.00","0","2","5","0.00"
"350","Radko Gudas","Jacob Trouba","ANA","55","6.9","0","13","0.00","0","10","0.00","0","8","0.00","0","1","0.00","0","0.95","0.00","0","8","0.00","0","2","0.00","0","0","-","0","6","0.00","0","0","-","0","6","0.00","0","1","0.00","-","87.50","0.88","0","0","2","18","0.00","0","1","3","0.00"
"351","Hampus Lindholm","Jonathan Aspirot","BOS","54","6.9","3","9","25.00","3","6","33.33","2","6","25.00","0","0","-","0.2","1.08","15.55","1","7","12.50","0","4","0.00","0","0","-","1","3","25.00","0","0","-","3","3","50.00","0","0","-","0.00","100.00","1.000","1","0","0","9","100.00","2","0","1","66.67"
"352","Shea Theodore","Noah Hanifin","VGK","60","6.8333333333333","3","11","21.43","2","9","18.18","0","2","0.00","0","0","-","0.26","0.8","24.45","3","5","37.50","1","1","50.00","0","0","-","2","4","33.33","0","0","-","0","8","0.00","0","0","-","-","100.00","1.00","0","0","2","13","0.00","0","0","3","0.00"
"353","Johnathan Kovacevic","Luke Hughes","N.J","20","6.8","4","8","33.33","3","5","37.50","3","2","60.00","0","0","-","0.2","0.38","34.89","2","2","50.00","0","0","-","0","0","-","2","2","50.00","0","0","-","3","7","30.00","0","0","-","0.00","100.00","1.000","1","1","3","4","25.00","1","1","3","25.00"
"354","Urho Vaakanainen","Braden Schneider","NYR","34","6.7666666666667","1","14","6.67","1","10","9.09","0","6","0.00","0","0","-","0.07","1.06","6.05","0","9","0.00","0","4","0.00","0","0","-","0","5","0.00","0","0","-","1","8","11.11","0","0","-","-","100.00","1.00","0","1","3","4","0.00","0","1","3","0.00"
"355","K'Andre Miller","Joel Nystrom","CAR","29","6.7666666666667","1","7","12.50","1","4","20.00","0","3","0.00","0","1","0.00","0.01","0.34","1.74","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","1","0.00","0","8","0.00","0","0","-","-","66.67","0.67","0","1","7","5","0.00","0","1","8","0.00"
"356","Jamie Oleksiak","Cale Fleury","SEA","21","6.75","1","11","8.33","0","9","0.00","0","7","0.00","0","1","0.00","0","0.82","0.00","0","7","0.00","0","3","0.00","0","1","0.00","0","4","0.00","0","0","-","1","7","12.50","0","0","-","-","85.71","0.86","0","0","1","10","0.00","0","0","3","0.00"
"357","Brett Pesce","Jonas Siegenthaler","N.J","37","6.7166666666667","1","14","6.67","1","11","8.33","0","7","0.00","0","2","0.00","0.1","1.59","5.67","1","8","11.11","1","4","20.00","0","1","0.00","0","4","0.00","0","0","-","0","8","0.00","0","1","0.00","-","71.43","0.71","0","1","3","5","0.00","0","1","6","0.00"
"358","Roman Josi","Nick Perbix","NSH","65","6.7","2","12","14.29","1","7","12.50","0","4","0.00","0","0","-","0.06","0.68","7.72","0","7","0.00","0","4","0.00","0","0","-","0","3","0.00","0","0","-","1","10","9.09","0","0","-","-","100.00","1.00","0","0","3","29","0.00","0","0","8","0.00"
"359","Nick Leddy","Dmitry Orlov","S.J","32","6.65","0","13","0.00","0","10","0.00","0","6","0.00","0","1","0.00","0","0.88","0.00","0","7","0.00","0","2","0.00","0","0","-","0","5","0.00","0","1","0.00","0","8","0.00","0","0","-","-","83.33","0.83","0","1","3","7","0.00","0","1","5","0.00"
"360","Joel Hanley","Kevin Bahl","CGY","67","6.6166666666667","2","11","15.38","2","8","20.00","1","5","16.67","0","1","0.00","0.35","1.24","22.22","1","6","14.29","1","3","25.00","0","1","0.00","0","3","0.00","0","0","-","1","6","14.29","0","0","-","0.00","80.00","0.800","0","1","1","26","0.00","0","1","2","0.00"
"361","Morgan Rielly","Philippe Myers","TOR","35","6.5833333333333","2","11","15.38","1","10","9.09","1","6","14.29","1","3","25.00","0.05","1.47","3.35","0","9","0.00","0","5","0.00","0","2","0.00","0","4","0.00","0","1","0.00","2","4","33.33","1","0","100.00","100.00","50.00","1.500","0","0","1","8","0.00","0","2","2","0.00"
"362","Nick Leddy","Sam Dickinson","S.J","28","6.5666666666667","2","12","14.29","2","11","15.38","2","10","16.67","0","2","0.00","0.1","0.93","9.49","1","9","10.00","1","4","20.00","0","1","0.00","0","5","0.00","0","1","0.00","0","5","0.00","0","0","-","0.00","80.00","0.800","0","0","3","3","0.00","0","0","4","0.00"
"363","Charlie McAvoy","Andrew Peeke","BOS","64","6.5666666666667","1","7","12.50","1","6","14.29","1","6","14.29","0","1","0.00","0.11","0.59","15.26","1","3","25.00","1","2","33.33","0","0","-","0","1","0.00","0","1","0.00","0","6","0.00","0","0","-","0.00","83.33","0.833","0","0","2","21","0.00","0","0","3","0.00"
"364","Connor Murphy","Matt Grzelcyk","CHI","60","6.4833333333333","3","5","37.50","3","3","50.00","2","2","50.00","0","0","-","0.23","0.12","65.29","2","1","66.67","2","0","100.00","0","0","-","0","1","0.00","0","0","-","0","6","0.00","0","0","-","0.00","100.00","1.000","0","0","0","8","-","0","1","2","0.00"
"365","Charlie McAvoy","Jonathan Aspirot","BOS","48","6.45","2","15","11.76","2","11","15.38","1","6","14.29","1","1","50.00","0.26","1.48","14.90","1","10","9.09","1","8","11.11","1","1","50.00","0","2","0.00","0","0","-","1","9","10.00","0","0","-","100.00","83.33","1.833","0","0","4","4","0.00","0","0","8","0.00"
"366","Alexandre Carrier","Lane Hutson","MTL","73","6.4333333333333","1","9","10.00","1","5","16.67","1","4","20.00","0","1","0.00","0","0.83","0.09","0","6","0.00","0","3","0.00","0","1","0.00","0","3","0.00","0","0","-","0","5","0.00","0","0","-","0.00","75.00","0.750","0","0","3","6","0.00","0","1","3","0.00"
"367","Alex Petrovic","Lian Bichsel","DAL","27","6.4166666666667","1","11","8.33","1","9","10.00","0","6","0.00","0","0","-","0.06","0.79","7.00","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","1","12","7.69","0","0","-","-","100.00","1.00","0","1","4","6","0.00","0","1","7","0.00"
"368","Erik Gudbranson","Zach Werenski","CBJ","34","6.3833333333333","0","12","0.00","0","12","0.00","0","7","0.00","0","1","0.00","0","0.99","0.00","0","8","0.00","0","2","0.00","0","0","-","0","6","0.00","0","1","0.00","0","9","0.00","0","0","-","-","85.71","0.86","0","0","5","3","0.00","0","1","7","0.00"
"369","Adam Larsson","Ryker Evans","SEA","67","6.35","0","6","0.00","0","6","0.00","0","4","0.00","0","2","0.00","0","0.81","0.00","0","6","0.00","0","2","0.00","0","1","0.00","0","4","0.00","0","1","0.00","0","3","0.00","0","0","-","-","50.00","0.50","0","0","1","19","0.00","0","1","5","0.00"
"370","Brett Kulak","Cale Makar","COL","20","6.3333333333333","2","13","13.33","2","10","16.67","2","3","40.00","0","1","0.00","0.21","1.29","14.10","2","7","22.22","2","4","33.33","0","0","-","0","3","0.00","0","0","-","0","9","0.00","0","1","0.00","0.00","66.67","0.667","0","0","3","6","0.00","1","0","4","20.00"
"371","Adam Fox","Matthew Robertson","NYR","45","6.3166666666667","0","9","0.00","0","8","0.00","0","4","0.00","0","1","0.00","0","0.97","0.00","0","6","0.00","0","4","0.00","0","1","0.00","0","2","0.00","0","0","-","0","4","0.00","0","0","-","-","75.00","0.75","0","0","1","9","0.00","0","1","1","0.00"
"372","Nick Jensen","Nikolas Matinpalo","OTT","29","6.3","1","8","11.11","1","7","12.50","1","5","16.67","0","2","0.00","0.07","0.77","8.45","0","4","0.00","0","1","0.00","0","1","0.00","0","3","0.00","0","1","0.00","1","4","20.00","0","0","-","0.00","60.00","0.600","0","0","0","5","-","0","2","0","-"
"373","Dmitry Kulikov","Seth Jones","FLA","12","6.2666666666667","3","5","37.50","3","5","37.50","2","1","66.67","0","0","-","0.06","0.48","10.60","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","1","4","20.00","0","0","-","0.00","100.00","1.000","0","1","3","6","0.00","0","1","4","0.00"
"374","Connor Clifton","Ryan Graves","PIT","16","6.2666666666667","1","11","8.33","1","7","12.50","1","4","20.00","1","0","100.00","0.14","0.76","15.84","1","7","12.50","0","3","0.00","0","0","-","1","4","20.00","1","0","100.00","0","9","0.00","0","0","-","100.00","100.00","2.000","0","0","3","6","0.00","0","1","7","0.00"
"375","Noah Dobson","Arber Xhekaj","MTL","63","6.2666666666667","0","6","0.00","0","3","0.00","0","2","0.00","0","1","0.00","0","0.43","0.00","0","4","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","50.00","0.50","0","0","1","4","0.00","0","1","1","0.00"
"376","Jake Walman","Ty Emberson","EDM","43","6.2333333333333","3","6","33.33","3","6","33.33","3","2","60.00","0","0","-","0.13","0.72","15.18","1","5","16.67","0","3","0.00","0","0","-","1","2","33.33","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","1","10","0.00","0","1","2","0.00"
"377","Nick Perbix","Adam Wilsby","NSH","55","6.2333333333333","0","6","0.00","0","6","0.00","0","5","0.00","0","0","-","0","0.67","0.00","0","4","0.00","0","3","0.00","0","0","-","0","1","0.00","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","0","0","7","-","0","0","5","0.00"
"378","Jake Walman","Evan Bouchard","EDM","53","6.2166666666667","6","3","66.67","6","3","66.67","4","1","80.00","1","0","100.00","0.42","0.25","62.71","4","1","80.00","0","0","-","0","0","-","4","1","80.00","0","0","-","2","3","40.00","1","0","100.00","25.00","100.00","1.250","1","0","1","16","50.00","1","0","1","50.00"
"379","Ryan McDonagh","Emil Martinsen Lilleberg","T.B","32","6.1666666666667","0","14","0.00","0","12","0.00","0","9","0.00","0","1","0.00","0","1.6","0.00","0","10","0.00","0","4","0.00","0","0","-","0","6","0.00","0","0","-","0","5","0.00","0","1","0.00","-","88.89","0.89","0","1","0","4","-","0","2","2","0.00"
"380","Brett Pesce","Luke Hughes","N.J","27","6.1666666666667","2","5","28.57","2","1","66.67","2","1","66.67","0","0","-","0.02","0.05","26.91","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","7","12.50","0","0","-","0.00","100.00","1.000","0","3","4","3","0.00","0","4","6","0.00"
"381","Mike Reilly","Alexander Nikishin","CAR","41","6.15","4","6","40.00","4","4","50.00","2","3","40.00","1","0","100.00","0.35","0.17","67.31","2","3","40.00","2","1","66.67","1","0","100.00","0","2","0.00","0","0","-","2","3","40.00","0","0","-","50.00","100.00","1.500","1","2","0","7","100.00","1","2","0","100.00"
"382","Jeff Petry","Gustav Forsling","FLA","58","6.1","2","7","22.22","2","7","22.22","2","5","28.57","0","0","-","0.28","0.58","32.68","2","2","50.00","2","2","50.00","0","0","-","0","0","-","0","0","-","0","7","0.00","0","0","-","0.00","100.00","1.000","0","0","0","11","-","0","1","2","0.00"
"383","Trevor van Riemsdyk","Jakob Chychrun","WSH","66","6.1","1","4","20.00","1","3","25.00","0","1","0.00","0","0","-","0.04","0.3","11.06","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","-","100.00","1.00","1","0","0","3","100.00","1","0","1","50.00"
"384","Thomas Chabot","Jake Sanderson","OTT","49","6.1","4","6","40.00","3","3","50.00","3","3","50.00","0","0","-","0.21","0.32","39.84","2","3","40.00","0","2","0.00","0","0","-","2","1","66.67","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","0","2","2","27","0.00","0","2","2","0.00"
"385","Adam Wilsby","Nick Blankenburg","NSH","33","6.0833333333333","2","8","20.00","2","5","28.57","2","3","40.00","0","0","-","0.06","0.44","11.41","1","4","20.00","0","2","0.00","0","0","-","1","2","33.33","0","0","-","0","8","0.00","0","0","-","0.00","100.00","1.000","0","1","4","10","0.00","0","2","5","0.00"
"386","Victor Hedman","Emil Martinsen Lilleberg","T.B","21","6.0666666666667","1","4","20.00","1","3","25.00","0","3","0.00","0","2","0.00","0.9","0.27","76.90","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","1","0.00","0","1","0.00","0","1","0.00","-","33.33","0.33","0","0","1","8","0.00","0","2","1","0.00"
"387","Nick Jensen","Jake Sanderson","OTT","59","6.0333333333333","1","6","14.29","1","4","20.00","1","3","25.00","0","0","-","0.09","0.36","19.05","1","4","20.00","1","2","33.33","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","2","18","0.00","0","1","2","0.00"
"388","Justin Faulk","Colton Parayko","STL","58","5.9666666666667","1","4","20.00","1","3","25.00","0","3","0.00","0","1","0.00","0.02","0.58","2.72","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0","-","1","2","33.33","0","0","-","-","66.67","0.67","0","0","0","32","-","0","0","1","0.00"
"389","Philip Broberg","Matthew Kessel","STL","28","5.95","0","5","0.00","0","3","0.00","0","1","0.00","0","0","-","0","0.24","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","0","4","1","0.00","0","0","4","0.00"
"390","Olli Maatta","Brayden Pachal","CGY","11","5.9333333333333","3","9","25.00","3","9","25.00","3","6","33.33","0","2","0.00","0.25","1.01","19.62","2","6","25.00","1","3","25.00","0","1","0.00","1","3","25.00","0","1","0.00","2","6","25.00","0","0","-","0.00","66.67","0.667","0","0","3","6","0.00","2","0","4","33.33"
"391","Kris Letang","Caleb Jones","PIT","7","5.8833333333333","2","13","13.33","2","9","18.18","2","7","22.22","0","1","0.00","0.11","1.09","8.84","1","10","9.09","0","4","0.00","0","1","0.00","1","6","14.29","0","0","-","0","4","0.00","0","0","-","0.00","85.71","0.857","0","0","1","7","0.00","0","0","4","0.00"
"392","Vincent Iorio","Sam Dickinson","S.J","18","5.8833333333333","4","9","30.77","4","8","33.33","4","6","40.00","0","0","-","0.64","1.22","34.34","4","6","40.00","2","3","40.00","0","0","-","2","3","40.00","0","0","-","0","4","0.00","0","0","-","0.00","100.00","1.000","0","0","0","3","-","1","0","1","50.00"
"393","Matt Grzelcyk","Wyatt Kaiser","CHI","64","5.8666666666667","3","4","42.86","2","2","50.00","2","1","66.67","0","0","-","0.07","0.24","22.12","1","4","20.00","0","1","0.00","0","0","-","1","3","25.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","1","0","0","9","100.00","2","0","0","100.00"
"394","Brendan Smith","Dante Fabbro","CBJ","15","5.8166666666667","0","7","0.00","0","6","0.00","0","4","0.00","0","1","0.00","0","0.61","0.00","0","4","0.00","0","2","0.00","0","0","-","0","2","0.00","0","1","0.00","0","5","0.00","0","0","-","-","75.00","0.75","0","0","3","4","0.00","0","0","4","0.00"
"395","Josh Morrissey","Logan Stanley","WPG","55","5.7833333333333","2","10","16.67","2","7","22.22","0","4","0.00","0","1","0.00","0.5","1.15","30.31","0","6","0.00","0","5","0.00","0","1","0.00","0","1","0.00","0","0","-","1","6","14.29","0","0","-","-","75.00","0.75","0","1","2","4","0.00","0","1","2","0.00"
"396","Rasmus Ristolainen","Cam York","PHI","44","5.75","2","12","14.29","2","10","16.67","2","9","18.18","0","2","0.00","0.07","1.52","4.23","1","9","10.00","0","2","0.00","0","0","-","1","7","12.50","0","2","0.00","0","5","0.00","0","0","-","0.00","77.78","0.778","0","0","2","16","0.00","0","0","4","0.00"
"397","Cam Fowler","Philip Broberg","STL","81","5.7","1","5","16.67","1","3","25.00","1","1","50.00","0","0","-","0.02","0.6","3.56","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","23","-","0","0","0","-"
"398","Josh Manson","Sam Malinski","COL","79","5.65","1","6","14.29","1","5","16.67","1","5","16.67","0","2","0.00","0.06","0.58","10.09","0","4","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","1","0.00","2","2","50.00","0","0","-","0.00","60.00","0.600","0","0","2","4","0.00","1","1","4","20.00"
"399","Derek Forbort","Filip Hronek","VAN","2","5.6166666666667","1","6","14.29","1","4","20.00","1","3","25.00","0","0","-","0.09","0.58","13.64","1","6","14.29","0","2","0.00","0","0","-","1","4","20.00","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","5","3","0.00","0","1","5","0.00"
"400","Filip Hronek","Pierre-Olivier Joseph","VAN","31","5.6","3","8","27.27","2","7","22.22","1","7","12.50","0","1","0.00","0.09","0.65","11.88","1","4","20.00","0","2","0.00","0","1","0.00","1","2","33.33","0","0","-","2","5","28.57","0","0","-","0.00","85.71","0.857","0","1","3","5","0.00","1","3","4","20.00"
"401","Kris Letang","Parker Wotherspoon","PIT","74","5.5666666666667","1","6","14.29","1","3","25.00","1","1","50.00","0","1","0.00","0","0.19","0.25","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","1","0.00","0","5","0.00","0","0","-","0.00","0.00","0.000","0","0","1","22","0.00","0","0","3","0.00"
"402","Erik Cernak","Declan Carlile","T.B","24","5.55","1","9","10.00","1","7","12.50","1","4","20.00","0","0","-","0.11","1.06","9.35","1","6","14.29","1","5","16.67","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","1","1","4","0.00","0","2","2","0.00"
"403","Dylan Samberg","Elias Salomonsson","WPG","32","5.55","3","15","16.67","3","11","21.43","3","6","33.33","0","1","0.00","0.31","1.69","15.38","2","8","20.00","2","5","28.57","0","1","0.00","0","3","0.00","0","0","-","0","9","0.00","0","0","-","0.00","83.33","0.833","0","0","4","8","0.00","0","1","6","0.00"
"404","Shea Theodore","Kaedan Korczak","VGK","66","5.5333333333333","0","10","0.00","0","6","0.00","0","3","0.00","0","1","0.00","0","0.61","0.00","0","7","0.00","0","2","0.00","0","1","0.00","0","5","0.00","0","0","-","0","5","0.00","0","0","-","-","66.67","0.67","0","0","0","7","-","0","0","2","0.00"
"405","Brady Skjei","Adam Wilsby","NSH","58","5.5166666666667","1","10","9.09","1","9","10.00","1","6","14.29","0","2","0.00","0","1.14","0.11","0","6","0.00","0","4","0.00","0","2","0.00","0","2","0.00","0","0","-","0","5","0.00","0","0","-","0.00","66.67","0.667","0","2","1","6","0.00","0","2","2","0.00"
"406","Seth Jones","Uvis Balinskis","FLA","31","5.5","2","7","22.22","2","5","28.57","2","2","50.00","1","0","100.00","0.13","0.31","29.99","2","2","50.00","0","1","0.00","0","0","-","2","1","66.67","1","0","100.00","0","4","0.00","0","0","-","50.00","100.00","1.500","0","1","0","5","-","0","1","0","-"
